price in aud,brand,model number,made in,warranty,available colors,body type,engine type,engine power,torque,no. of cylinders,transmission type,drive type,gear box,steering type,minimum turning radius,front suspension,back suspension,length,width,height,wheel base,ground clearance,kerb weight,tyre size,wheel size,front brake,rear brake,mileage in city,mileage on highway,fuel type,seating capacity,fuel tank capacity (litres),no. of doors,air conditioner,heater,antilock braking system,central locking,power steering,power windows,anti-lock braking,brake assist,power door locks,rear seat belts,seat belt warning,door ajar warning,adjustable seats,engine immobilizer,crash sensor,engine check warning,rear camera,anti-theft device,touch screen,audio system remote control,speakers front & back,bluetooth connectivity,usb & auxiliary input,adjustable steering column,height adjustable driving seat,digital clock,outside temperature display,smoke headlamps,electric folding rear view mirror,automatic climate control,low fuel warning light,rear reading lamp,bottle holder,voice control,steering gear type,child safety locks,night rear view mirror,vehicle stability control system,parking sensors,radio,fog lights front & back,keyless entry,centrally mounted fuel tank,leather seats,electric adjustable seats,charger,maximum speed,acceleration time (0-100 kmph),dvd player,boot space,tyre pressure monitor,smart access card entry,fuel system,tyre type,cd player,xenon headlamps,displacement (cc),halogen headlamps,assembled in,cassette player,shock absorbers type,valve configuration,removable/convertible top,introduction date
"452,405",Bentley,bentayga black edition 2018,british,base warranty: 3 years/unlimited  powertrain warranty: 3 years/unlimited,grille color: chrome.  rear spoiler color: body-color.  rear spoiler: roofline.  bumper detail: front underguard. exhaust tip color: metallic. rear bumper color: black. skid plate(s),"suv    category: full size suv   assembly: crewe, gb","w12 6,0 l","600 hp @ 5,000 rpm (447 kw)","664 lb·ft @ 1,350 – 4,500 rpm (900 n·m)  bore: 84 mm  stroke: 89 mm",,automatic,all wheel drive (awd),"8-speed   co₂ emissions: 7,400 kg/year",power,,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,140 mm (202 inch)","1,998 mm (79 inch)","1,742 mm (69 inch)","2,995 mm (118 inch)  front track: 1,689 mm (66 inch)  rear track: 1,693 mm (67 inch)",,"2,440 kg (5,379 lb)   weight distribution (front-rear): 57% - 43%",front tires: p285/40r22  rear tires: p285/40r22,22-inch,discs,discs,18.8 l/100km,12.2 l/100km  combined: 15.9 l/100km  autonomy: 534 km,premium,5 passengers,"85 l (19 gal)   trunk: between 484 l and 1,774 l (17 to 63 cu ft)  towing capacity	: 3,500 kg (7,716 lb)",4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,turbocharged,301 km/h (187 mph) (manufacturer),0-100 km/h: 4.1 s (manufacturer)   80-120 km/h: n/a   braking distance: n/a,yes,,yes,yes,,,no,,,yes,,no,,,,2018
"434,117",Bentley,bentayga signature 2018,british,base warranty: 3 years/unlimited  powertrain warranty: 3 years/unlimited,grille color: chrome.  rear spoiler color: body-color.  rear spoiler: roofline.  bumper detail: front underguard. exhaust tip color: metallic. rear bumper color: black. skid plate(s),"suv    category: full size suv   assembly: crewe, gb","w12 6,0 l","600 hp @ 5,000 rpm (447 kw)","664 lb·ft @ 1,350 – 4,500 rpm (900 n·m)  bore: 84 mm  stroke: 89 mm",,automatic,all wheel drive (awd),"8-speed   co₂ emissions: 7,400 kg/year",power,,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,140 mm (202 inch)","1,998 mm (79 inch)","1,742 mm (69 inch)","2,995 mm (118 inch)  front track: 1,689 mm (66 inch)  rear track: 1,693 mm (67 inch)",,"2,440 kg (5,379 lb)   weight distribution (front-rear): 57% - 43%",front tires: p285/45r21  rear tires: p285/45r21,21-inch,discs,discs,18.8 l/100km,12.2 l/100km  combined: 15.9 l/100km  autonomy: 534 km,premium,5 passengers,"85 l (19 gal)   trunk: between 484 l and 1,774 l (17 to 63 cu ft)  towing capacity	: 3,500 kg (7,716 lb)",4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,turbocharged,301 km/h (187 mph) (manufacturer),0-100 km/h: 4.1 s (manufacturer)   80-120 km/h: n/a   braking distance: n/a,yes,,yes,yes,direct-injected,,no,,,yes,,no,,,,2018
"408,370",Bentley,bentayga activity 2018,british,base warranty: 3 years/unlimited  powertrain warranty: 3 years/unlimited,grille color: chrome.  rear spoiler color: body-color.  rear spoiler: roofline.  bumper detail: front underguard. exhaust tip color: metallic. rear bumper color: black. skid plate(s),"suv    category: full size suv   assembly: crewe, gb","w12 6,0 l","600 hp @ 5,000 rpm (447 kw)","664 lb·ft @ 1,350 – 4,500 rpm (900 n·m)  bore: 84 mm  stroke: 89 mm",,automatic,all wheel drive (awd),"8-speed   co₂ emissions: 7,400 kg/year",power,,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,140 mm (202″)","1,998 mm (79″)","1,742 mm (69″)","2,995 mm (118″)  front track: 1,689 mm (66″)  rear track: 1,693 mm (67″)",,"2,440 kg (5,379 lb)   weight distribution (front-rear): 57% - 43%",front tires: p285/45r21  rear tires: p285/45r21,21-inch,discs,discs,18.8 l/100km,12.2 l/100km  combined: 15.9 l/100km  autonomy: 534 km,premium,5 passengers,"85 l (19 gal)   trunk: between 484 l and 1,774 l (17 to 63 cu ft)  towing capacity	: 3,500 kg (7,716 lb)",4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,turbocharged,301 km/h (187 mph) (manufacturer),0-100 km/h: 4.1 s (manufacturer)   80-120 km/h: n/a   braking distance: n/a,yes,,yes,yes,direct-injected,,no,,,yes,,no,,,,2018
"370,843",Bentley,bentayga onyx 2018,british,base warranty: 3 years/unlimited  powertrain warranty: 3 years/unlimited,grille color: chrome.  rear spoiler color: body-color.  rear spoiler: roofline.  bumper detail: front underguard. exhaust tip color: metallic. rear bumper color: black. skid plate(s),"suv    category: full size suv   assembly: crewe, gb","w12 6,0 l","600 hp @ 5,000 rpm (447 kw)","664 lb·ft @ 1,350 – 4,500 rpm (900 n·m)  bore: 84 mm  stroke: 89 mm",,automatic,all wheel drive (awd),8-speed,power,,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,140 mm (202″)","1,998 mm (79″)","1,742 mm (69″)","2,995 mm (118″)  front track: 1,689 mm (66″)  rear track: 1,693 mm (67″)",,"2,440 kg (5,379 lb)   weight distribution (front-rear): 57% - 43%",front tires: p275/50r20  rear tires: p275/50r20,20 inch,discs,discs,18.8 l/100km,12.2 l/100km  combined: 15.9 l/100km  autonomy: 534 km,premium,5 passengers,"85 l (19 gal)   trunk: between 484 l and 1,774 l (17 to 63 cu ft)  towing capacity	: 3,500 kg (7,716 lb)",4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,turbocharged,301 km/h (187 mph) (manufacturer),0-100 km/h: 4.1 s (manufacturer)   80-120 km/h: n/a   braking distance: n/a,yes,,yes,yes,direct-injected,alloy,no,,,yes,,no,,,,2018
"374,400",Bentley,bentayga w12,british,,"arctica, dove grey, glacier white, glacier white, julep, magnolia, monaco yellow, old english white , porcelain, special magnolia , white sand, white satin",suv,v12 cylinder configuration,"608 ps / 600 bhp / 447 kw @ 5,000-6000 rpm",900 nm / 664 lb.ft @ 1350 rpm,12 cylinder,automatic,all wheel drive,8-speed,power,n/a,"four-link double wishbones, computer controlled","trapezoidal multi-link, computer controlled","5,140 mm","2,224 mm","1,742 mm","2,995 mm",n/a,"2,422 kg",p285/45yr21,21 inch,vented iron front disc brakes with bentley branded brake,vented iron front disc brakes with bentley branded brake,29.4 mpg/ 9.6 litres/100km,14.9 mpg/ 19.0 litres/100km,gasoline,5 persons,95 l,5 doors,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,speed sensitive power steering,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,301 km/hour,,yes,n/a,yes,yes,port injection,alloy,no,no,6.0 l,no,,no,,12x4 per cylender (value),yes,2017
"784,800",Rolls Royce,phantom extended 2022,england,4 years / unlimited miles,"belladonna purple, anthracite, dark emerald, english white, salamanca blue, black, grey, arctic white, red, diamond black, silver, graphite, darkest tungsten, smokey quartz, iguazu-blue, imperial jade and petra gold",sedan,6.7l twin-turbo v12 gas,"563 hp @ 5,000 rpm (420 kw)","664 lb·ft @ 1,750 rpm (900 n·m)",12,automatic,rear-wheel drive,8-speed,power,14 m (45′),"independent, pneumatic, double wishbone","independent, pneumatic, multi-link","5,770 mm (227″)","2,018 mm (79″)","1,646 mm (65″)","3,552 mm (140″)",,"5,864 lbs",p255/45yr21 front and rear tire,21 in x 9.5 in front and rear wheel,disc,disc,12 mpg,20 mpg,premium,5 seater,23.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,"rack and pinion, variable assist",,yes,yes,yes,,,,,,yes,turbocharged,250 km/h (155 mph) (manufacturer),5.3 s (manufacturer),,,yes,,,,,,,,,,,,,
"558,720",Rolls Royce,ghost extended 2022,"west sussex, england",,"anthracite, arctic white, black diamond, bohemian red, dark emerald, darkest tungsten, english white, iguazu blue, jubilee silver, midnight sapphire, petra gold, salamanca blue, scala red, silver, tempest grey, white sands, adriatic blue, arizona sun, aut",sedan,6.7l twin-turbo v12 gas,563 hp @ 5000 rpm,627 lb-ft @ 1600 rpm,12,automatic,all-wheel drive,8-speed,power,45.9 ft,double wishbone,multi-link,219.2 inches,76.7 inches,61 inches,136.4 inches,,5556 lbs,p255/50yr19,20 x 9.5 in,4 wheel discs,4 wheel abs,261.6 miles,414.2 miles,premium,5 seater,21.8 gallons,2 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,rack pinion,yes,,yes,yes,,,,,,yes,,170 mph,0-60 mph= 3.5 sec,,,yes,,,,,,,,,,,,,
"728,676",Rolls Royce,ghost black badge 2022,england,"basic: 48 months / unlimited miles , drivetrain: 48 months / unlimited miles , corrosion: 72 months / unlimited miles , roadside assistance: 48 months / unlimited miles and maintenance: 48 months / unlimited miles","rolls-royce will offer premiere silver with arctic white, iguazu blue with andalusian white or bohemian red with black diamond",sedan,6.75-liter twin-turbo v12 gas,563 hp @ 5250 rpm,605 lb-ft @ 1500 rpm,12,automatic,rear wheel drive (rwd),8-speed,power,44 ft,double wishbone,wishbone,212.6 in,76.7 in,61 in,129.7 in,,"5,445 lbs",p255/50yr19,19 in x 8.5 in,disc,disc,12 mpg,19 mpg,premium,5 seater,21.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,,yes,yes,yes,,,,,,yes,yes,,,yes,,,,direct injection,,,,,,,,,,,
"504,000",Rolls Royce,spectre 2024,england,4 years / unlimited miles,"belladonna purple, anthracite, dark emerald, english white, salamanca blue, black, grey, arctic white, red, diamond black, silver, graphite, darkest tungsten, smokey quartz, iguazu-blue, imperial jade and petra gold",sedan,electric,tbc,tbc,,,,,,,,,tbc,tbc,tbc,tbc,,tbc,tbc,tbc,disc,disc,tbc,tbc,electric,4 seater,,2 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,,,yes,yes,yes,,,,,,yes,,,,,,yes,,,,,,,,,,,,,
"669,600",Rolls Royce,phantom 2022,england,4 years / unlimited miles,"belladonna purple, anthracite, dark emerald, english white, salamanca blue, black, grey, arctic white, red, diamond black, silver, graphite, darkest tungsten, smokey quartz, iguazu-blue, imperial jade and petra gold",sedan,6.8l twin-turbo v12 gas,"563 hp @ 5,000 rpm (420 kw)","664 lb·ft @ 1,750 rpm (900 n·m)",12,automatic,rear-wheel drive,8-speed,power,14 m (45′),"independent, pneumatic, double wishbone","independent, pneumatic, multi-link","5,770 mm (227″)","2,018 mm (79″)","1,646 mm (65″)","3,552 mm (140″)",,"2,610 kg (5,754 lb)",p255/45yr21 front and rear tire,21 in x 9.5 in front and rear wheel,disc,disc,12 mpg,20 mpg,premium,5 seater,23.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,"rack and pinion, variable assist",,yes,yes,yes,,,,,,yes,turbocharged,250 km/h (155 mph) (manufacturer),5.3 s (manufacturer),,,yes,,,,,,,,,,,,,
"616,392",Rolls Royce,dawn 2022,england,"4 years / unlimited miles basic , 6 years / unlimited miles corrosion , 4 years / unlimited miles drivetrain and roadside assistance warranty.",,convertible,6.6l twin-turbo v12 gas,563 hp @ 5250 rpm,605 lb-ft @ 1500 rpm,12,automatic,rear-wheel drive,8-speed,power,41.7 ft,double wishbone,multi-link,208.5 in,76.7 in,59.1 in,122.5 in,,"5,644 lbs",p255/45yr20 front tire and p285/40yr20 rear tire,20 inch,disc,disc,12 mpg,18 mpg,premium unleaded,4 seater,21.7 gal,2 doors,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,rack-pinion,,yes,yes,yes,yes,,,,,yes,turbo,155 mph,0-60 mph= 3.5 sec,,,,,,,,,,,,,,,,
"504,000",Rolls Royce,cullinan 2022,england,basic: 48 months / unlimited miles,"adriatic blue, anthracite, arctic white, arizona sun, autumn mystery black, belladonna purple, berwick, bronze, black diamond, black ember, black green, black kirsch, black, blue velvet, bohemian red bronze, brooklands green burnout grey, crystal over arc",suv,6.8l twin-turbo v12 gas,563 hp @ 5000 rpm,627 lb-ft @ 1700 rpm,,automatic,all wheel drive (awd),8-speed,power,43.4 ft,independent double wishbone,independent multi-link,210 in,85 in,72.3 in,130 in,,,p255/45r22 front tire and p285/40r22 rear tire,22 in x 8.5 in front wheel and 22 in x 9.5 in rear wheel,disc,disc,12 mpg,20 mpg,premium,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,,yes,yes,yes,,,,,,yes,turbo,,,,,,,direct injection,,,,,,,,,,,
"475,200",Rolls Royce,cullinan 2021,england,basic: 48 months / unlimited miles,"adriatic blue, anthracite, arctic white, arizona sun, autumn mystery black, belladonna purple, berwick, bronze, black diamond, black ember, black green, black kirsch, black, blue velvet, bohemian red bronze, brooklands green burnout grey, crystal over arc",suv,6.8l twin-turbo v12 gas,563 hp @ 5000 rpm,627 lb-ft @ 1700 rpm,v12,automatic,all wheel drive (awd),8-speed,power,43.4 ft,independent double wishbone,independent multi-link,210 in,85 in,72.3 in,130 in,,,p255/45r22 front tire and p285/40r22 rear tire,22 in x 8.5 in front wheel and 22 in x 9.5 in rear wheel,disc,disc,12 mpg,20 mpg,premium,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,,yes,yes,yes,,,,,,yes,turbo,,,,,,,direct injection,,,,6.8 l,,,,,,,
"513,360",Rolls Royce,dawn 2021,england,"4 years / unlimited miles basic , 6 years / unlimited miles corrosion , 4 years / unlimited miles drivetrain and roadside assistance warranty.","blue eclipse metallic, supersonic red, silver knockout metallic, hot lava, blizzard pearl, blizzard pearl, blue eclipse metallic, silver knockout metallic, black sand pearl, magnetic gray metallic",convertible,6.6l twin-turbo v12 gas,563 hp @ 5250 rpm,605 lb-ft @ 1500 rpm,12,automatic,rear-wheel drive,8-speed,power,41.7 ft,double wishbone,wishbone,208.5 in,76.7 in,59.1 in,122.5 in,,"5,644 lbs",p255/45yr20 front tire and p285/40yr20 rear tire,20 inch,disc,disc,12 mpg,18 mpg,premium unleaded,4 seater,21.7 gal,2 doors,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,rack-pinion,,yes,yes,yes,yes,,,,,yes,turbo,250 km/h (155 mph) (manufacturer),,,,,,gasoline direct injection,,,,6.6 l/402,,,,,,,
"662,083",Rolls Royce,wraith 2021,england,48 months / unlimited miles,"silver , red , anthracite , darkest tungsten , english white , jubilee silver , midnight sapphire , salamanca blue",coupe,6.6l twin-turbocharged v12,"624 hp @ 5,600 rpm (465 kw)","605 lb·ft @ 1,500 – 5,500 rpm (820 n·m)",12,automatic,rear wheel drive (rwd),8-speed,power,13 m (42′),"independent, pneumatic, double wishbone","independent, pneumatic, multi-link","5,285 mm (208″)","1,947 mm (77″)","1,507 mm (59″)","3,112 mm (123″)",,"2,440 kg (5,379 lb)","front tire size: p255/45yr20 , tire size: p285/40yr20",,disc,disc,12,18,premium,4 persons,21.9 gal,2 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,rack and pinion with assist,,yes,yes,yes,,,,,,yes,turbocharged,250 km/h (155 mph) (manufacturer),4.6 s (manufacturer),,,,,gasoline direct injection,,,,,,,,,,,
"702,360",Rolls Royce,phantom 2021,england,4 years / unlimited miles,"belladonna purple, anthracite, dark emerald, english white, salamanca blue, black, grey, arctic white, red, diamond black, silver, graphite, darkest tungsten, smokey quartz, iguazu-blue, imperial jade and petra gold",sedan,6.8l twin-turbo v12 gas,"563 hp @ 5,000 rpm (420 kw)","664 lb·ft @ 1,750 rpm (900 n·m)",12 cylinders,automatic,rear-wheel drive,8-speed,power,14 m (45′),"independent, pneumatic, double wishbone","independent, pneumatic, multi-link","5,770 mm (227″)","2,018 mm (79″)","1,646 mm (65″)","3,552 mm (140″)",,"2,610 kg (5,754 lb)",front tire: p255/45r22 and rear tire: p285/40r22,,disc,disc,12 mpg,20 mpg,premium,5 persons,23.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,"rack and pinion, variable assist",,yes,yes,yes,,,,,,yes,turbocharged,250 km/h (155 mph) (manufacturer),5.3 s (manufacturer),,,yes,,direct injection,,,,6.8 l,,,,,,,
"770,400",Rolls Royce,phantom extended wheelbase,england,"4 years / unlimited miles basic, 6 years / unlimited miles corrosion, 4 years / unlimited miles drivetrain and 4 years / unlimited miles roadside assistance warranty",,sedan,6.8-liter twin-turbo v12 gas,563 hp @ 5000 rpm,664 lb-ft @ 1700 rpm,12 cylinders,automatic,rear wheel drive (rwd),8-speed,power,45.2 ft,double wishbone,multi-link,235.8 in,79.4 in,65.2 in,148.5 in,,"5,754 lbs",p255/45yr21 front tire and p255/45yr21 rear tire,21-inch x 9.5-inch front wheel size and 21-inch x 9.5-inch rear wheel size,disc,disc,12,20,premium,5 seater,23.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,,yes,,rack-pinion,,yes,yes,yes,,,,,,yes,turbocharged,,,,,,,,,,,,,,,,dohc,,2020
"475,200",Rolls Royce,wraith coupe 2020,england,"4 years / unlimited miles basic, 6 years / unlimited miles corrosion, 4 years / unlimited miles drivetrain and 4 years / unlimited miles roadside assistance warranty",,coupe,6.6-liter twin-turbo v12 gas,624 hp @ 5600 rpm,605 lb-ft @ 1500 rpm,12 cylinders,automatic,rear wheel drive (rwd),8-speed,power,41.7 ft,double wishbone,multi-link,208.1 in,76.7 in,59.3 in,122.5 in,,"5,380 lbs",p255/45yr20 front tire and p285/40yr20 rear tire,20-inch x 8.5-inch front wheel size and 20-inch x 9.5-inch rear wheel size,disc,disc,12,18,premium,4 persons,21.9 gallons,2 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,,yes,,rack-pinion,,yes,yes,yes,,,,,,yes,turbocharged,250km/h,4.5 seconds,,,,,,,,,,,,,,dohc,,
"616,392",Rolls Royce,dawn black badge 2020,england,basic: 4 years / unlimited miles,"crystal over black, black diamond, autumn mystery black, iced black diamond, sapphire black",convertible,6.6-liter twin-turbo v12 gas,563 hp @ 5250 rpm,605 lb-ft @ 1500 rpm,12 cylinders,automatic,rear-wheel drive,8-speed,power,13 m (42′),"independent, pneumatic, double wishbone","independent, pneumatic, multi-link",208.5 in,76.7 in,59.1 in,122.5 in  front track: 63.7 in  rear track: 65.5 in,,"2,560 kg (5,644 lb)",front tire size: p255/45yr20  rear tire size: p285/40yr20,front wheel material: aluminum  front wheel size (in): 20 x 8.5  rear wheel material: aluminum  rear wheel size (in): 20 x 9.5,disc,disc,12,18,premium,4 persons,21.7 gallons,2 doors,yes,,yes,yes,yes,yes,yes,yes,,yes,yes,yes,,yes,,yes,,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,rack and pinion with assist,,yes,yes,yes,yes,,,,,yes,turbocharged,250 km/h (155 mph) (manufacturer),4.9 s (manufacturer),,,,,,,,,,,,,,,,2020
"550,080",Rolls Royce,cullinan black badge,england,basic: 4 years / unlimited miles,,suv,6.8-liter twin-turbo v12 gas,600 hp @ 5000 rpm,664 lb-ft @ 1700 rpm,12 cylinders,automatic,all wheel drive (awd),8-speed,power,43.4 ft,independent double wishbone,independent multi-link,210 in,85 in,72.3 in,130 in,,,"front tire size: p255/45yr22 , rear tire size: p285/40yr22","front wheel size (in): 22 x 8.5 , rear wheel size (in): 22 x 9.5",disc,disc,12,20,premium unleaded,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,,,,,,yes,turbocharged,,,,,yes,,,,,,,,,,,,,2020
"449,136",Rolls Royce,ghost sedan 2021,england,"basic: 48 months / unlimited miles , drivetrain: 48 months / unlimited miles , corrosion: 72 months / unlimited miles , roadside assistance: 48 months / unlimited miles and maintenance: 48 months / unlimited miles","rolls-royce will offer premiere silver with arctic white, iguazu blue with andalusian white or bohemian red with black diamond",sedan,6.75-liter twin-turbo v12 gas,563 hp @ 5250 rpm,605 lb-ft @ 1500 rpm,12,automatic,rear wheel drive (rwd),8-speed,power,44 ft,double wishbone,wishbone,212.6 in,76.7 in,61 in,129.7 in,,"5,445 lbs",p255/50yr19,19 in x 8.5 in,disc,disc,12 mpg,19 mpg,premium,5 seater,21.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,,yes,yes,yes,,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,
"468,000",Rolls Royce,cullinan sport utility 2020,england,basic: 48 months / unlimited miles,,sport utility,6.8-liter twin-turbo v12 gas,563 hp @ 5000 rpm,627 nm @ 1700 rpm,12 cylinder,automatic w/od,all wheel drive (awd),8-speed,power,43.4 ft,independent double wishbone,independent multi-link,210 in,85 in,72.3 in,130 in,,"gross axle wt rating - front (lbs): 3439 , gross axle wt rating - rear (lbs): 3880 , gross vehicle weight rating cap (lbs): 7253",",front tire size: p255/45yr22 , rear tire size: p285/40yr22","front wheel size (in): 22 x 8.5 , rear wheel size (in): 22 x 9.5",disc,disc,12,20,gasoline,5 persons,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,,yes,yes,yes,,,,,,yes,turbocharged,,0-60 mph: 4.8 s,yes,,,,direct injection,,,,,,,,,,,2020
"461,520",Rolls Royce,wraith 2020,england,basic: 48 months / unlimited miles,"silver , red , anthracite , darkest tungsten , english white , jubilee silver , midnight sapphire , salamanca blue",coupe,6.6l twin-turbocharged v12,"624 hp @ 5,600 rpm","605 lb-ft @ 1,500 rpm",12 cylinders,automatic,rear wheel drive (rwd),,power,,double wishbone,wishbone,208.1 in,76.7 in,59.3 in,122.5 in,,5380 ibs,"front tire size: p255/45yr20 , tire size: p285/40yr20","front wheel material: aluminum , front wheel size (in): 20 x 8.5 , rear wheel material: aluminum , rear wheel size (in): 20 x 9.5",disc,disc,12,18,premium,4 persons,21.9 gal,2 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,rack-pinion,,yes,yes,yes,,,,,,yes,turbocharged,,0-60 mph: 4.1 s,,,,,,,,,,,,,,dohc,,
